id,observed_on,time_observed_at,user_id,user_name,quality_grade,num_identification_agreements,num_identification_disagreements,latitude,longitude,positional_accuracy,place_town_name,place_county_name,species_guess,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
44683074,2003-09-24,2003-09-24 08:25:00 UTC,7943,Vijay Barve,research,3,0,13.1234103,77.5484158,41.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
46824774,2014-01-06,2014-01-06 06:12:00 UTC,13193,Rohit,research,3,0,13.041394469,77.562821177,2558.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
52765526,2014-07-13,2014-07-13 05:55:54 UTC,3301493,Sriram Ranganathan,research,3,0,12.8160487422,77.6793811843,4208.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
53239640,2014-05-26,2014-05-26 09:16:22 UTC,3301493,Sriram Ranganathan,research,2,0,12.8160487422,77.6793811843,4208.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
53260342,2006-08-12,2006-08-12 07:05:00 UTC,3301493,Sriram Ranganathan,research,3,0,12.9507432,77.5847773,1390.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
66514945,2014-09-14,2014-09-14 03:47:00 UTC,748483,Prashanth,research,4,0,12.9488251863,77.5867371629,32.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
80978342,2015-01-18,2015-01-19 03:35:00 UTC,7943,Vijay Barve,research,2,0,13.1229623028,77.5509200563,2.0,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,
82795360,2015-01-23,2015-01-24 03:56:00 UTC,7943,Vijay Barve,research,5,0,13.1257034555,77.5470429088,2.0,,Bangalore,Honey Bees,Apis,Honey Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,,,,
94301526,2015-05-16,2015-05-16 03:35:00 UTC,1630921,Karan Matalia,research,3,0,12.9501510637,77.5863622502,252.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
169532760,2013-01-19,2013-01-19 07:07:00 UTC,2468551,Chandu Bandi,research,1,0,12.950743,77.584777,15.0,,Bangalore,Emerald Cockroach Wasp,Ampulex compressa,Emerald Cockroach Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Ampulicidae,Ampulicinae,,Ampulicini,,Ampulex,,Ampulex compressa,,,,
204370792,2014-08-16,2014-08-16 07:16:00 UTC,5357051,Surendra Rajendran,research,1,0,12.9495624353,77.5845805919,31.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
252320657,2015-01-14,2015-01-14 16:50:00 UTC,8776286,Aditya Parameshwara,research,3,0,13.0657706,77.5678815,202.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
252409761,2015-11-22,2015-11-22 04:36:00 UTC,8776286,Aditya Parameshwara,research,3,0,12.8502542,77.6640689,213.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
319728482,2005-04-04,2005-04-04 02:27:00 UTC,9483455,Rakesh Dhareshwar,research,2,0,13.0455257927,77.5834973427,4.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
2730908,2016-02-29,2016-02-29 12:01:07 UTC,182759,,research,4,0,12.939379303,77.5772976388,65.0,,Bangalore,Honey Bees,Apis,Honey Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,,,,
2745548,2016-02-21,2016-02-21 16:47:03 UTC,12158,Erika Mitchell,research,3,0,12.8009016667,77.575735,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
2745553,2016-02-22,2016-02-22 15:49:12 UTC,12158,Erika Mitchell,research,3,0,12.94739,77.581275,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
2745554,2016-02-22,2016-02-22 15:49:22 UTC,12158,Erika Mitchell,research,3,0,12.9473883333,77.581275,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
2745557,2016-02-22,2016-02-22 16:34:19 UTC,12158,Erika Mitchell,research,6,0,12.9441566667,77.5812133333,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
2745565,2016-02-22,2016-02-22 17:51:24 UTC,12158,Erika Mitchell,research,6,0,12.94793,77.582265,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
4705139,2016-12-04,2016-12-04 10:11:52 UTC,342643,Firos AK,research,4,0,12.9902861227,77.6636359468,1376.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
14863049,2016-11-12,2016-11-12 07:01:53 UTC,1097231,Rajesh Balakrishnan,research,2,0,12.9891511789,77.6625382528,33.0,"CV Raman Nagar, Bangalore",Bangalore,Golden-winged Bamboo-Carpenter,Xylocopa auripennis,Golden-winged Bamboo-Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa auripennis,,,,
87827125,2016-08-25,2016-08-25 06:27:00 UTC,4459882,Praveen T,research,3,0,12.9632757223,77.6936850787,206.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
139538973,2016-07-16,2016-07-16 07:30:29 UTC,1368715,Ranjeet Menon,research,2,0,13.0142866496,77.6833236963,208.0,,Bangalore,Yellow-headed Carpenter,Xylocopa ruficornis,Yellow-headed Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa ruficornis,,,,
139539360,2016-06-26,2016-06-26 08:59:48 UTC,1368715,Ranjeet Menon,research,3,0,13.0142866496,77.6833236963,208.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
7725447,2017-08-31,2017-08-31 13:48:18 UTC,299389,Arjun C.P.,research,3,0,13.029419899,77.5628356934,,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
7862433,2017-05-20,,258303,Subbu Ramanathan,research,2,0,12.882994,77.528007,129.0,,Bangalore,Koptortosoma,Koptortosoma,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,,,,,
7978289,2017-09-09,,258303,Subbu Ramanathan,research,1,0,12.881948,77.528222,,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
7996295,2017-07-15,,258303,Subbu Ramanathan,research,4,1,12.882826,77.526119,129.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
9609259,2017-10-19,2017-10-19 12:32:06 UTC,747888,Arkesh Shenoy,research,2,0,12.9224014282,77.6584472656,,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,
29302858,2017-09-06,2017-09-06 05:43:00 UTC,1994084,Subhadra Devi,research,6,0,13.0577649495,77.6400098,31.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
34052961,2017-11-10,2017-11-10 02:50:00 UTC,862610,Hareesha A S,research,3,0,13.0819401517,77.5755306401,946.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
34052975,2017-11-09,2017-11-09 09:00:00 UTC,862610,Hareesha A S,research,4,0,13.0819401517,77.5755306401,946.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
34052978,2017-11-10,2017-11-10 02:51:00 UTC,862610,Hareesha A S,research,4,0,13.0819401517,77.5755306401,946.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
34052988,2017-11-10,2017-11-10 02:52:00 UTC,862610,Hareesha A S,research,4,0,13.0819401517,77.5755306401,946.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
34055148,2017-10-13,2017-10-13 11:54:00 UTC,862610,Hareesha A S,research,2,0,13.0797665034,77.5777622276,909.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
34055184,2017-08-14,2017-08-14 12:19:00 UTC,862610,Hareesha A S,research,2,0,13.0797665034,77.5777622276,909.0,,Bangalore,Isodontia edax,Isodontia edax,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Isodontia,,Isodontia edax,,,,
34055249,2017-09-01,2017-09-01 12:14:00 UTC,862610,Hareesha A S,research,2,0,13.0797665034,77.5777622276,909.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
34057125,2017-09-19,2017-09-19 11:45:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778.0,,Bangalore,Yellow-headed Carpenter,Xylocopa ruficornis,Yellow-headed Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa ruficornis,,,,
34057188,2017-11-10,2017-11-10 03:07:00 UTC,862610,Hareesha A S,research,4,0,13.0790139643,77.5766464392,778.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
34057208,2017-10-18,2017-10-18 11:52:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
34057215,2017-10-18,2017-10-18 11:57:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
34057218,2017-10-18,2017-10-18 11:58:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
34057220,2017-11-10,2017-11-10 03:12:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
34057221,2017-11-10,2017-11-10 03:12:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
34057225,2017-11-09,2017-11-09 12:07:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
34057230,2017-10-18,2017-10-18 12:06:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
34057233,2017-10-18,2017-10-18 12:09:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
66178148,2017-08-13,2017-08-13 05:24:00 UTC,258303,Subbu Ramanathan,research,2,0,12.8429030038,77.4710644978,627.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
67248865,2017-09-24,2017-09-24 02:19:00 UTC,258303,Subbu Ramanathan,research,2,0,12.8494418,77.4884542,210.0,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,
93704609,2017-06-28,2017-06-28 05:25:00 UTC,337978,Karthik Thrikkadeeri,research,4,0,12.9336430093,77.6043004863,350.0,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,
106236645,2017-02-21,2017-02-21 10:52:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
106236646,2017-02-21,2017-02-21 10:55:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
106236652,2017-02-25,2017-02-25 09:12:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
106236654,2017-02-25,2017-02-25 10:56:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
106236655,2017-02-25,2017-02-25 11:18:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390.0,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,
10322768,2018-03-20,2018-03-20 07:59:44 UTC,100735,Chandan Pandey,research,6,0,13.0711611667,77.579545,65.0,,Bangalore,Red Dwarf Honey Bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,
10684002,2018-03-27,,497736,Prashant Hulamani,research,5,0,13.0773666667,77.5778888889,65.0,,Bangalore,Red Dwarf Honey Bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,
10732962,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,4,0,12.9715987,77.5945627,38456.0,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,
10732983,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,2,0,12.9715987,77.5945627,38456.0,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,
